unit,win,noise,var_raw,ac1
56,1,1.0,1.0,-0.20862955382329354
56,2,0.9739281367108202,1.0699261869473866,-0.025617109660162358
56,3,1.0196313087663014,1.1596897760367648,-0.20624937601785653
56,4,1.0259654368618527,1.301339318370906,-0.11588258571416143
57,1,1.0,1.0,-0.1609858897888336
57,2,1.006457915031962,1.0484814496922594,-0.09694842618830365
57,3,0.9404166190419684,1.0746284424167478,-0.08345903513951758
57,4,0.8791664035495639,2.103457632105943,-0.10961352619456805
58,1,1.0,1.0,-0.035826283025345455
58,2,0.863083198056158,0.8050953712209442,-0.16719729247117773
58,3,0.9661178263434826,1.2925894560023403,-0.11092208894835413
58,4,0.9541419516990086,1.6900504891075112,-0.15855883417004396
59,1,1.0,1.0,-0.12917862035711133
59,2,0.9627128411269746,1.128055606497317,-0.05856383392962915
59,3,1.0759345723168785,1.110452812960835,-0.005009056980303786
59,4,0.9173186534878351,1.520093541621605,-0.1420702066804369
60,1,1.0,1.0,-0.08096460628063504
60,2,0.916534462364703,0.9425686542335155,-0.10194291640605418
60,3,0.9577374955067148,1.004755070939849,-0.1401454484280997
60,4,0.8624495390668893,1.4897536842106365,-0.05031593328357156
61,1,1.0,1.0,-0.13647939352365507
61,2,1.1156792006641354,1.4701713850644405,-0.03626157952854278
61,3,1.1650894198949606,1.5882396241265768,-0.12462362920583087
61,4,1.1035324440712146,2.3145221682744754,-0.07802331991129312
62,1,1.0,1.0,-0.1520209888775152
62,2,0.9751950710811176,0.9968025663206117,-0.164623115545788
62,3,1.0552611827413085,1.202900709598235,-0.06232371769630174
62,4,0.9331713139212425,1.1557992549076896,-0.07236323454103645
63,1,1.0,1.0,-0.01669118125260051
63,2,0.9177019647127953,1.0220692759700296,-0.12332359420732153
63,3,0.9275350847551598,1.1171198162012104,-0.17469239583703378
63,4,0.9661125749530307,1.8946808772318864,-0.09098850156476779
64,1,1.0,1.0,-0.0752380778518636
64,2,1.0737205527530986,1.255373503395067,-0.15223908934644637
64,3,1.0159681765640074,1.177394781221151,-0.10523156068044526
64,4,1.0944501027867415,1.4711974549298525,-0.09374080473051935
65,1,1.0,1.0,-0.09079050472506225
65,2,0.9355352898394353,0.9280106481854307,-0.00823708535845068
65,3,1.025912018183498,1.3104990437619115,-0.21552181762318323
65,4,1.076610395579333,2.535616570243803,-0.05186249858964124
66,1,1.0,1.0,-0.06002620453909481
66,2,1.0265495038990826,1.101509268839321,-0.013574474426256825
66,3,0.9669758989280165,0.9956406817174865,-0.19187777249634744
66,4,0.905802871754831,1.1746526583306767,-0.12205749029611945
67,1,1.0,1.0,0.037173617792889545
67,2,1.066029085437677,1.1364246438441523,-0.042945371362995755
67,3,0.9282559783384294,0.9131035489322228,-0.08637971341636155
67,4,1.028803081851259,1.431742971710777,-0.11635476656257827
68,1,1.0,1.0,-0.1385415275539126
68,2,1.0138377541182475,1.1804347144241567,-0.15502154293296372
68,3,1.0871255154178976,1.3469282994770864,-0.09969459056387708
68,4,1.0566562532976889,1.9010281305493055,-0.05786883273242038
69,1,1.0,1.0,-0.08438630420536225
69,2,0.9532107022516602,0.998997121814657,-0.10640937014247591
69,3,0.9425247683940883,0.8953214005363082,-0.11378956633933451
69,4,1.0004965007771307,1.080301967103273,-0.15367267952251637
70,1,1.0,1.0,-0.08841016931048315
70,2,0.9211902342838012,0.8566101125697319,-0.11462383604156337
70,3,0.9916271930878664,1.210757617207969,-0.14949464839452534
70,4,0.881307505519191,1.8920587122422168,-0.027099905332834354
71,1,1.0,1.0,-0.09600240779585804
71,2,1.106226269999128,1.267785289777668,-0.04543936882268275
71,3,1.1108611022047876,1.512892222317884,-0.05144034658944478
71,4,1.075865152189429,1.932962774590881,-0.09390289079302466
72,1,1.0,1.0,-0.08226669812433936
72,2,0.8408120684911701,0.8342831713173349,-0.10663571193457272
72,3,0.9976830671508947,1.1767925660848706,-0.06472509584653807
72,4,0.975606148816093,1.6084626502266346,-0.10763700159857517
73,1,1.0,1.0,-0.11643252865730473
73,2,1.023484370422686,1.0448768719745014,-0.16471478543928006
73,3,1.0298204230889254,1.0941153887023027,-0.13238522821822396
73,4,0.9782726817331466,1.070163088193435,-0.10077544997623135
74,1,1.0,1.0,-0.08184728154471867
74,2,0.9104226448439381,0.8641271454572466,-0.07453219623598617
74,3,1.0087730504595231,1.1032640453547984,-0.08717513569401365
74,4,0.9414591372618601,1.9183355858239506,-0.02688351197641333
75,1,1.0,1.0,-0.13557453714752454
75,2,1.0075291286567216,1.0006672404500572,-0.07031071408200237
75,3,0.98626039456732,1.031751457649689,-0.06402109197975782
75,4,0.9022651780022826,1.035614183030675,-0.11614777473376
76,1,1.0,1.0,-0.13433208976429334
76,2,1.075677722729878,1.2752215472450301,-0.03867537800810161
76,3,1.0943408503802405,1.2499609238106935,-0.18814108944277527
76,4,1.00617882733248,1.1672884156529353,-0.24620723462682487
77,1,1.0,1.0,-0.14252114474097904
77,2,0.9903481194472477,0.9825553928694837,-0.20287208444498772
77,3,0.9826440622193984,1.0731392932267867,-0.10778311440493946
77,4,1.023478062815614,1.8127234611754321,-0.0301677103165087
78,1,1.0,1.0,-0.007726958014959442
78,2,0.9288267219138275,0.9732937037700558,-0.13708522327008862
78,3,0.8782366487939207,1.1998577999000162,-0.05729721264061657
78,4,0.9951484995847705,1.8375791801989139,-0.14107562429496182
79,1,1.0,1.0,-0.19673663049049223
79,2,0.9265454905408588,0.9889350005089799,-0.0806204399870467
79,3,0.9538026743990773,1.2869010435746904,-0.20542624168400864
79,4,0.9570368577807007,1.5639450545488263,-0.11235287889243972
80,1,1.0,1.0,-0.046085226819744474
80,2,0.9978894547702248,1.0004395451445895,-0.11079755872270662
80,3,0.9442990407850075,1.0712102774891443,-0.07355421869728548
80,4,1.0373813323280943,1.6771192221170197,-0.01113460355468639
81,1,1.0,1.0,-0.054978257787082596
81,2,0.9241448384453451,0.9621044631632701,-0.14168367776575466
81,3,0.9062797009842275,0.8760327024391072,-0.14174366519612475
81,4,1.01045524575604,1.2197306605552256,-0.00023643327327468617
82,1,1.0,1.0,-0.08367688840374578
82,2,0.9799016333912829,0.9914343795695342,-0.20346948070756773
82,3,1.0027513707303783,1.2431328157217245,-0.17382296830751764
82,4,0.9850837926327964,2.388940799803358,-0.17194596645858257
83,1,1.0,1.0,-0.061338721478421315
83,2,0.9446722109490544,0.934439556741898,-0.0470924508844501
83,3,0.9925203663806914,1.1511598719945066,-0.11842059764336951
83,4,0.9639690700415966,1.2400560773636429,-0.11340167022164523
84,1,1.0,1.0,-0.0907247792513717
84,2,1.008808915729656,1.1425858363210954,-0.1005908062992553
84,3,0.9042120313136055,0.832977834928323,-0.12985625006912702
84,4,0.9784708059320533,1.3697512207547002,-0.14006394221538526
85,1,1.0,1.0,-0.09213857694126189
85,2,0.9450123931083234,1.0133267335222393,-0.018828907857685317
85,3,0.8711877187089878,0.8948153389211873,-0.0498815042405469
85,4,1.006945626713184,1.7314647919062411,-0.1485970737872978
86,1,1.0,1.0,-0.047776306073987064
86,2,1.0285618030226589,1.1435298796471387,-0.06730763348465074
86,3,1.050243049315267,1.2920448628399805,-0.07688480356095896
86,4,1.0635290207968793,1.1193411455776203,-0.15249907322331513
87,1,1.0,1.0,-0.09640633351561978
87,2,1.115570316453701,1.3574050165244165,-0.025481126956318777
87,3,0.9393895075302541,1.2177808395448169,-0.09615804639238537
87,4,0.9772838545430088,1.7471835442041943,-0.14548973921449895
88,1,1.0,1.0,-0.04389450857303877
88,2,0.9879159244789143,1.1033938151261393,-0.15425197092487494
88,3,0.9627071117719032,1.0858936586154413,-0.07429819819084912
88,4,0.9689217009427156,1.6889355572171438,-0.16103594954710718
89,1,1.0,1.0,-0.08987860373167735
89,2,0.9641464934565769,0.9793419993380671,-0.21270358938618145
89,3,0.9468933653056422,1.028070557492763,-0.14007356742944888
89,4,0.9899711138551623,1.7826932027125575,-0.09369347370270376
90,1,1.0,1.0,-0.0889010065735532
90,2,0.9955312394477771,0.9975312250581442,-0.08162789319105992
90,3,1.0028761020661232,1.091581990558879,-0.04579239230110491
90,4,0.942682727576274,2.092120233062193,0.045137436127164865
91,1,1.0,1.0,-0.11140534107075434
91,2,0.977115997614293,0.9567478000681,-0.017478469450396616
91,3,1.0122291592324086,1.093513955401823,-0.09779222634217588
91,4,0.8753733873774858,1.3483856883467302,-0.10989187233856093
92,1,1.0,1.0,-0.15270898447372436
92,2,0.9108489020520087,1.0074571186230332,-0.039490480023092904
92,3,1.0008669015907694,1.329236949228998,-0.037469911655672435
92,4,0.9978174940025923,1.3950340006537307,-0.04223416180433865
93,1,1.0,1.0,-0.11924192873654751
93,2,0.896348205425801,0.8407304294928617,-0.0648972621116032
93,3,1.0092817889677372,1.28131347080949,-0.12481306732901185
93,4,0.990648715933208,1.923597100212005,-0.19463029135421955
94,1,1.0,1.0,-0.16763726819736996
94,2,0.9588652604181268,0.9140935538651404,-0.04517464787651587
94,3,0.9403762908380109,1.0359222416597835,-0.11848271254859398
94,4,0.9519613504981723,1.4101626458585215,-0.11474139495043395
95,1,1.0,1.0,-0.05558382149307195
95,2,1.0282784525325142,1.1012786731435726,-0.09102759410500869
95,3,0.9922901421565973,1.1628111314334708,-0.08810747854557843
95,4,1.0377066460022093,1.3529158904893759,-0.16085775304882516
96,1,1.0,1.0,-0.14544893341879378
96,2,0.9762189915049053,0.993993589011487,-0.10878239185733699
96,3,1.0293345068285054,1.2484618705988075,-0.14516267318543286
96,4,0.9182543154515639,1.0936747259326425,-0.11327250860763995
97,1,1.0,1.0,-0.2623119899163856
97,2,0.9992203787020626,1.0823713441996592,-0.1406971635523471
97,3,0.9593256696737347,1.1333707986173889,-0.03752242867440704
97,4,1.0433421034257302,2.3930591997670136,-0.20598820583397617
98,1,1.0,1.0,-0.14901427303816883
98,2,0.9194966159333615,0.8921051456530498,-0.1772031135995527
98,3,0.8912908853019856,1.050228823170845,-0.06882681905127015
98,4,0.8435727665701253,1.8619889907898144,-0.08477868434182403
99,1,1.0,1.0,-0.06847507645390213
99,2,1.0308580952400779,1.0848762901527071,-0.10116100440027788
99,3,1.0274564941769564,1.0833754330901149,-0.19424531224783534
99,4,1.194680926652196,2.108025460864721,-0.12597687576900118
100,1,1.0,1.0,-0.12285849562216877
100,2,1.0437536162583319,1.094744255640609,-0.1063590094918469
100,3,1.004429079966292,1.3423267294995869,-0.16046730104884838
100,4,1.024743822861832,1.5480815054681811,-0.21315556082036824
